Date,.dMIWD00000G,.dMIEF00000G,.dMIEA00000G,JPY=,US10YT=RR,Updated at 17:32:01,US3MT=RR
2002-07-31,328.16,21942.42,1628.19,119.86,4.4593,2002-02-26 00:00:00,1.7769
2002-07-30,326.16,22059.48,1625.59,120.20,4.5880,2002-02-25 00:00:00,1.7456
2002-07-29,324.68,21669.75,1620.61,119.63,4.5644,2002-02-22 00:00:00,1.756
2002-07-26,310.09,21536.59,1555.81,118.77,4.3865,2002-02-21 00:00:00,1.7614
2002-07-25,307.49,22097.14,1557.31,116.40,4.3826,2002-02-20 00:00:00,1.7614
2002-07-24,305.76,22105.69,1521.71,116.65,4.4594,2002-02-19 00:00:00,1.767
2002-07-23,299.20,22582.59,1549.63,117.52,4.4084,2002-02-18 00:00:00,1.7355
2002-07-22,305.33,22478.41,1569.37,116.24,4.4462,2002-02-15 00:00:00,1.746
2002-07-19,315.94,23238.35,1625.81,115.85,4.5184,2002-02-14 00:00:00,1.7562
2002-07-18,327.96,23625.09,1690.69,116.50,4.6138,2002-02-13 00:00:00,1.7563
2002-07-17,330.73,23564.33,1665.34,116.30,4.6865,2002-02-12 00:00:00,1.756
2002-07-16,326.35,23492.78,1627.55,115.83,4.6835,2002-02-11 00:00:00,1.7457
2002-07-15,330.15,23678.38,1636.05,116.35,4.6285,2002-02-08 00:00:00,1.7255
2002-07-12,336.30,23830.46,1702.61,116.85,4.5740,2002-02-07 00:00:00,1.72
2002-07-11,336.84,23402.42,1699.07,117.00,4.6382,2002-02-06 00:00:00,1.746
2002-07-10,340.13,23829.93,1754.69,117.62,4.6167,2002-02-05 00:00:00,1.767
2002-07-09,350.21,24137.44,1801.63,118.06,4.7298,2002-02-04 00:00:00,1.761
2002-07-08,355.63,24034.51,1809.67,118.34,4.7975,2002-02-01 00:00:00,1.7665
2002-07-05,358.48,23938.93,1815.97,120.32,4.8620,2002-01-31 00:00:00,1.7767
2002-07-04,347.21,23553.14,1765.23,120.03,4.7578,2002-01-30 00:00:00,1.7512
2002-07-03,345.30,23273.44,1743.60,119.68,4.7578,2002-01-29 00:00:00,1.731
2002-07-02,346.50,23285.52,1772.99,119.82,4.7300,2002-01-28 00:00:00,1.756
2002-07-01,353.74,23295.05,1813.27,119.65,4.7828,2002-01-25 00:00:00,1.7201
2002-06-28,353.49,23060.06,1810.79,119.57,4.8088,2002-01-24 00:00:00,1.7153
2002-06-27,353.49,23060.06,1757.03,119.68,4.8226,2002-01-23 00:00:00,1.7153
2002-06-26,348.40,22755.30,1737.21,120.06,4.7463,2002-01-22 00:00:00,1.7
2002-06-25,352.76,23559.55,1777.40,121.31,4.8195,2002-01-21 00:00:00,1.6329
2002-06-24,353.77,23669.68,1747.78,121.70,4.8302,2002-01-18 00:00:00,1.6281
2002-06-21,355.20,23885.86,1773.40,121.09,4.7636,2002-01-17 00:00:00,1.6128
2002-06-20,359.73,24004.21,1784.09,123.46,4.7890,2002-01-16 00:00:00,1.5974
2002-06-19,364.59,24137.14,1806.61,123.83,4.7303,2002-01-15 00:00:00,1.608
2002-06-18,370.95,24656.05,1839.44,124.31,4.8358,2002-01-14 00:00:00,1.582
2002-06-17,370.92,24703.38,1840.74,124.28,4.8466,2002-01-11 00:00:00,1.6076
2002-06-14,362.83,24808.55,1811.03,124.08,4.8008,2002-01-10 00:00:00,1.684
2002-06-13,366.71,24952.47,1853.91,124.86,4.9023,2002-01-09 00:00:00,1.6744
2002-06-12,370.71,24944.47,1878.81,125.70,4.9629,2002-01-08 00:00:00,1.7256
2002-06-11,371.85,24947.22,1911.41,125.26,4.9768,2002-01-07 00:00:00,1.6893
2002-06-10,374.50,25033.17,1897.71,124.75,5.0306,2002-01-04 00:00:00,1.7201
2002-06-07,373.80,24838.52,1898.22,124.33,5.0651,2002-01-03 00:00:00,1.7357
2002-06-06,376.11,25104.26,1919.44,124.06,4.9844,2002-01-02 00:00:00,1.715
2002-06-05,380.86,25239.25,1925.14,124.42,5.0515,2002-01-01 00:00:00,1.7355
2002-06-04,379.69,25187.31,1933.41,124.12,5.0298,2001-12-31 00:00:00,1.7355
2002-06-03,382.05,25213.86,1963.57,123.56,4.9982,2001-12-28 00:00:00,1.715
2002-05-31,387.67,25075.75,1967.04,124.09,5.0446,2001-12-27 00:00:00,1.746
2002-05-30,387.06,25404.22,1960.75,123.24,5.0255,2001-12-26 00:00:00,1.746
2002-05-29,389.43,25607.82,1981.61,124.38,5.0658,2001-12-25 00:00:00,1.7252
2002-05-28,391.34,25780.24,1986.10,124.54,5.1297,2001-12-24 00:00:00,1.7252
2002-05-27,394.12,25869.28,1998.20,124.72,5.1461,2001-12-21 00:00:00,1.7203
2002-05-24,394.38,25964.83,2000.63,124.71,5.1461,2001-12-20 00:00:00,1.6998
2002-05-23,396.69,25752.88,1998.69,125.03,5.1503,2001-12-19 00:00:00,1.6948
2002-05-22,394.24,25912.37,1995.13,124.10,5.1169,2001-12-18 00:00:00,1.7205
2002-05-21,393.92,25722.36,2006.26,124.11,5.1528,2001-12-17 00:00:00,1.756
2002-05-20,397.03,26043.15,2012.27,125.35,5.1987,2001-12-14 00:00:00,1.7457
2002-05-17,400.42,26280.19,2017.05,125.94,5.2559,2001-12-13 00:00:00,1.7
2002-05-16,398.90,26097.75,2020.24,128.09,5.1707,2001-12-12 00:00:00,1.6897
2002-05-15,397.26,26119.56,2017.54,127.60,5.2460,2001-12-11 00:00:00,1.664
2002-05-14,396.77,25836.29,2001.53,128.50,5.2797,2001-12-10 00:00:00,1.71
2002-05-13,390.73,25554.37,1985.26,127.79,5.2234,2001-12-07 00:00:00,1.705
2002-05-10,386.29,25556.99,1977.99,127.59,5.1188,2001-12-06 00:00:00,1.7562
2002-05-09,391.22,25750.05,1994.56,128.30,5.1661,2001-12-05 00:00:00,1.7666
2002-05-08,394.62,25891.00,1995.89,128.87,5.2188,2001-12-04 00:00:00,1.746
2002-05-07,383.56,25497.08,1962.18,127.91,5.0566,2001-12-03 00:00:00,1.787
2002-05-06,385.94,25546.70,1982.35,127.09,5.0674,2001-11-30 00:00:00,1.7819
2002-05-03,390.56,25905.67,1985.90,126.97,5.0564,2001-11-29 00:00:00,1.7972
2002-05-02,393.28,25819.34,1992.16,127.84,5.0962,2001-11-28 00:00:00,1.869
2002-05-01,393.82,25825.46,1993.17,127.47,5.0579,2001-11-27 00:00:00,1.9206
2002-04-30,392.06,25822.24,1995.12,128.49,5.0893,2001-11-26 00:00:00,1.9815
2002-04-29,389.33,25846.49,1989.96,128.00,5.1203,2001-11-23 00:00:00,1.9919
2002-04-26,392.14,26240.44,1994.22,127.81,5.0577,2001-11-22 00:00:00,1.951
2002-04-25,396.07,26326.50,2004.47,128.70,5.0958,2001-11-21 00:00:00,1.951
2002-04-24,397.73,26719.74,2018.81,129.55,5.1138,2001-11-20 00:00:00,1.951
2002-04-23,399.65,26700.97,2024.85,130.20,5.1636,2001-11-19 00:00:00,1.94
2002-04-22,401.50,26709.93,2028.62,129.95,5.1775,2001-11-16 00:00:00,1.9611
2002-04-19,405.47,26697.56,2034.38,130.31,5.2007,2001-11-15 00:00:00,1.884
2002-04-18,405.27,26777.16,2033.92,130.00,5.1991,2001-11-14 00:00:00,1.982
2002-04-17,406.28,26758.08,2042.71,130.67,5.2319,2001-11-13 00:00:00,1.8481
2002-04-16,405.58,26295.52,2033.29,131.16,5.1922,2001-11-12 00:00:00,1.8277
2002-04-15,398.03,26112.08,2004.05,132.11,5.1383,2001-11-09 00:00:00,1.8277
2002-04-12,398.32,25927.81,1988.28,131.92,5.1567,2001-11-08 00:00:00,1.8383
2002-04-11,396.63,25775.20,1987.14,131.53,5.2086,2001-11-07 00:00:00,1.797
2002-04-10,404.06,25723.74,2012.60,130.69,5.2377,2001-11-06 00:00:00,1.849
2002-04-09,400.51,25769.55,1997.82,130.87,5.2027,2001-11-05 00:00:00,2.0226
2002-04-08,402.45,25837.71,2001.81,131.58,5.2626,2001-11-02 00:00:00,2.0172
2002-04-05,403.97,26041.57,2023.42,131.65,5.2066,2001-11-01 00:00:00,2.0482
2002-04-04,404.63,25960.25,2023.66,132.32,5.2602,2001-10-31 00:00:00,2.0381
2002-04-03,405.50,25948.95,2035.71,132.74,5.2800,2001-10-30 00:00:00,2.0432
2002-04-02,407.35,26008.78,2031.37,133.32,5.3417,2001-10-29 00:00:00,2.1098
2002-04-01,409.51,25811.76,2035.56,133.40,5.4261,2001-10-26 00:00:00,2.1605
2002-03-28,410.60,25888.67,2046.87,132.63,5.4060,2001-10-25 00:00:00,2.1507
2002-03-27,408.50,25855.10,2027.50,132.71,5.3433,2001-10-24 00:00:00,2.1815
2002-03-26,406.70,25756.19,2020.30,133.01,5.3426,2001-10-23 00:00:00,2.2071
2002-03-25,405.45,25762.36,2020.12,133.37,5.4068,2001-10-22 00:00:00,2.2225
2002-03-22,409.84,25909.68,2032.09,132.82,5.4033,2001-10-19 00:00:00,2.2015
2002-03-21,410.84,25790.86,2034.61,131.99,5.3659,2001-10-18 00:00:00,2.2019
2002-03-20,411.04,25852.72,2040.83,131.40,5.4062,2001-10-17 00:00:00,2.2225
2002-03-19,416.33,25832.84,2061.58,131.96,5.2887,2001-10-16 00:00:00,2.2277
2002-03-18,414.17,25749.50,2045.65,131.33,5.3012,2001-10-15 00:00:00,2.243
2002-03-15,413.75,25587.37,2041.16,129.16,5.3333,2001-10-12 00:00:00,2.2835
2002-03-14,409.96,25599.48,2026.47,129.19,5.4099,2001-10-11 00:00:00,2.2634
2002-03-13,409.78,25585.44,2020.40,129.48,5.2789,2001-10-10 00:00:00,2.2277
2002-03-12,412.61,25628.66,2028.36,128.92,5.3106,2001-10-09 00:00:00,2.2379
2002-03-11,414.87,25585.85,2049.63,128.34,5.3205,2001-10-08 00:00:00,2.2217
2002-03-08,414.11,25498.37,2050.99,128.49,5.3251,2001-10-05 00:00:00,2.2218
2002-03-07,411.92,25445.97,2039.96,127.10,5.2292,2001-10-04 00:00:00,2.2121
2002-03-06,411.43,25450.92,2019.99,130.65,5.0517,2001-10-03 00:00:00,2.2174
2002-03-05,407.69,25310.39,2015.25,132.14,5.0045,2001-10-02 00:00:00,2.2635
2002-03-04,409.58,25179.85,2021.93,132.14,4.9994,2001-10-01 00:00:00,2.3456
2002-03-01,400.56,24751.44,1969.07,133.37,4.9837,2001-09-28 00:00:00,2.3706
2002-02-28,393.70,24504.06,1950.20,133.64,4.8737,2001-09-27 00:00:00,2.3659
2002-02-27,394.36,24695.29,1949.02,134.31,4.8334,2001-09-26 00:00:00,2.3764
2002-02-26,391.25,24255.42,1917.52,134.57,4.9309,2001-09-25 00:00:00,2.3969
2002-02-25,390.53,24139.76,1909.74,133.78,4.8528,2001-09-24 00:00:00,2.3866
2002-02-22,385.37,24096.23,1893.77,133.99,4.8349,2001-09-21 00:00:00,2.2527
2002-02-21,384.69,24089.54,1907.30,134.16,4.8594,2001-09-20 00:00:00,2.2121
2002-02-20,385.86,24099.80,1880.81,133.71,4.8913,2001-09-19 00:00:00,2.3456
2002-02-19,384.14,24373.66,1891.89,133.60,4.8709,2001-09-18 00:00:00,2.5303
2002-02-18,391.13,24625.26,1926.19,132.66,4.8630,2001-09-17 00:00:00,2.683
2002-02-15,391.71,24594.12,1934.38,132.57,4.8630,2001-09-14 00:00:00,2.632
2002-02-14,395.37,24635.72,1947.12,132.07,4.9455,2001-09-13 00:00:00,2.766
2002-02-13,394.00,24134.45,1930.51,133.34,4.9922,2001-09-11 00:00:00,3.243
2002-02-12,390.74,23993.02,1918.22,132.68,4.9776,2001-09-10 00:00:00,3.2681
2002-02-11,391.40,23962.17,1915.29,133.35,4.9159,2001-09-07 00:00:00,3.2684
2002-02-08,387.19,23960.97,1900.59,134.60,4.8810,2001-09-06 00:00:00,3.347
2002-02-07,383.50,23884.54,1895.76,133.64,4.9269,2001-09-05 00:00:00,3.4246
2002-02-06,382.68,24091.40,1875.50,133.69,4.9272,2001-09-04 00:00:00,3.4433
2002-02-05,384.94,23982.40,1889.77,133.88,4.8962,2001-08-31 00:00:00,3.3777
2002-02-04,388.09,23966.64,1920.59,132.31,4.9070,2001-08-30 00:00:00,3.3829
2002-02-01,395.14,24059.37,1939.21,133.05,4.9841,2001-08-29 00:00:00,3.4197
2002-01-31,397.05,24054.14,1943.37,134.56,5.0456,2001-08-28 00:00:00,3.4249
2002-01-30,391.66,23717.52,1920.43,132.84,5.0127,2001-08-27 00:00:00,3.4543
2002-01-29,391.65,24034.63,1945.70,133.28,4.9401,2001-08-24 00:00:00,3.4297
2002-01-28,400.28,24212.38,1973.27,133.52,5.0747,2001-08-23 00:00:00,3.4352
2002-01-25,399.11,24101.05,1959.31,134.34,5.0695,2001-08-22 00:00:00,3.3942
2002-01-24,398.94,23923.22,1962.40,134.73,5.0053,2001-08-21 00:00:00,3.3945
2002-01-23,396.40,23833.55,1941.18,134.40,5.0276,2001-08-20 00:00:00,3.4359
2002-01-22,394.14,23678.14,1935.46,133.85,4.9189,2001-08-17 00:00:00,3.3777
2002-01-21,396.20,23664.00,1940.02,132.56,4.8927,2001-08-16 00:00:00,3.4036
2002-01-18,396.73,23491.02,1947.88,132.52,4.8927,2001-08-15 00:00:00,3.4352
2002-01-17,398.80,23505.92,1944.07,132.54,4.9308,2001-08-14 00:00:00,3.435
2002-01-16,395.17,23369.92,1929.36,131.84,4.8410,2001-08-13 00:00:00,3.4488
2002-01-15,400.11,23580.78,1944.33,131.25,4.8451,2001-08-10 00:00:00,3.4543
2002-01-14,398.43,23789.51,1941.79,131.99,4.8840,2001-08-09 00:00:00,3.497
2002-01-11,402.41,23872.90,1972.50,132.05,4.8718,2001-08-08 00:00:00,3.487
2002-01-10,404.34,24015.17,1969.22,132.61,4.9751,2001-08-07 00:00:00,3.5284
2002-01-09,405.98,24291.10,1989.47,132.84,5.0476,2001-08-06 00:00:00,3.537
2002-01-08,407.31,24299.62,1992.30,132.67,5.0834,2001-08-03 00:00:00,3.5328
2002-01-07,410.09,24458.36,2014.95,130.96,5.0491,2001-08-02 00:00:00,3.543
2002-01-04,412.28,24214.76,2026.43,130.89,5.1251,2001-08-01 00:00:00,3.5332
2002-01-03,409.49,23783.06,2014.65,131.64,5.1114,2001-07-31 00:00:00,3.5494
2002-01-02,404.79,23502.28,1987.87,132.11,5.1600,2001-07-30 00:00:00,3.5728
2002-01-01,403.80,23122.26,1996.91,131.63,5.0292,2001-07-27 00:00:00,3.5535
2001-12-31,403.80,23118.46,1996.91,131.63,5.0292,2001-07-26 00:00:00,3.5691
2001-12-28,406.45,23004.94,1982.49,131.08,5.1134,2001-07-25 00:00:00,3.5542
2001-12-27,404.21,22713.85,1982.49,131.64,5.0722,2001-07-24 00:00:00,3.5597
2001-12-26,400.03,22526.31,1953.04,130.79,5.2001,2001-07-23 00:00:00,3.5525
2001-12-25,399.25,22461.92,1956.77,130.80,5.1402,2001-07-20 00:00:00,3.5484
2001-12-24,399.29,22345.66,1956.77,129.79,5.1402,2001-07-19 00:00:00,3.5487
2001-12-21,399.15,22294.45,1953.88,129.48,5.0860,2001-07-18 00:00:00,3.5439
2001-12-20,396.97,22617.45,1934.33,128.50,5.0363,2001-07-17 00:00:00,3.6219
2001-12-19,398.87,22371.35,1937.43,127.98,5.0420,2001-07-16 00:00:00,3.6426
2001-12-18,398.24,22372.86,1945.88,127.71,5.1291,2001-07-13 00:00:00,3.6311
2001-12-17,396.20,22335.70,1941.79,127.52,5.1844,2001-07-12 00:00:00,3.6004
2001-12-14,392.04,22409.81,1918.81,127.31,5.1901,2001-07-11 00:00:00,3.5901
2001-12-13,392.34,22359.87,1930.53,126.04,5.0744,2001-07-10 00:00:00,3.6008
2001-12-12,398.88,22650.51,1965.19,125.94,5.0099,2001-07-09 00:00:00,3.6456
2001-12-11,398.85,22372.39,1969.58,126.05,5.0583,2001-07-06 00:00:00,3.6311
2001-12-10,399.86,22511.53,1972.33,126.00,5.1044,2001-07-05 00:00:00,3.6518
2001-12-07,406.31,22792.22,2005.28,125.50,5.1646,2001-07-04 00:00:00,3.6788
2001-12-06,409.54,22644.67,2025.02,124.68,5.0109,2001-07-03 00:00:00,3.6788
2001-12-05,409.09,22260.73,2017.11,124.12,4.9045,2001-07-02 00:00:00,3.6663
2001-12-04,399.39,21591.72,1964.83,124.22,4.6666,2001-06-29 00:00:00,3.6725
2001-12-03,394.88,21363.93,1946.73,124.06,4.6915,2001-06-28 00:00:00,3.6419
2001-11-30,396.97,20960.62,1963.98,123.37,4.7537,2001-06-27 00:00:00,3.5338
2001-11-29,396.97,20960.62,1952.40,123.83,4.7647,2001-06-26 00:00:00,3.4513
2001-11-28,394.67,21035.14,1949.27,123.08,4.9290,2001-06-25 00:00:00,3.4462
2001-11-27,401.45,21483.87,1979.18,123.91,4.9255,2001-06-22 00:00:00,3.4552
2001-11-26,404.58,21561.60,1997.56,124.05,5.0159,2001-06-21 00:00:00,3.5077
2001-11-23,402.35,21241.37,1989.56,124.26,5.0113,2001-06-20 00:00:00,3.4926
2001-11-22,400.19,21030.80,1995.34,123.93,4.9622,2001-06-19 00:00:00,3.5029
2001-11-21,398.87,20920.43,1981.81,123.09,4.9622,2001-06-18 00:00:00,3.4771
2001-11-20,399.99,20871.97,1982.44,122.55,4.8648,2001-06-15 00:00:00,3.5222
2001-11-19,403.43,21129.71,2001.16,123.24,4.8043,2001-06-14 00:00:00,3.549
2001-11-16,398.56,20792.30,1975.53,122.90,4.8482,2001-06-13 00:00:00,3.5442
2001-11-15,398.04,20789.04,1962.06,122.28,4.7839,2001-06-12 00:00:00,3.5648
2001-11-14,395.89,20559.55,1942.53,121.55,4.5281,2001-06-11 00:00:00,3.5906
2001-11-13,394.68,20252.25,1940.13,121.64,4.3815,2001-06-08 00:00:00,3.6459
2001-11-12,387.44,20012.78,1903.02,120.40,4.3106,2001-06-07 00:00:00,3.6264
2001-11-09,390.77,19991.17,1937.15,120.35,4.3106,2001-06-06 00:00:00,3.6216
2001-11-08,391.87,19894.36,1956.57,120.11,4.2901,2001-06-05 00:00:00,3.6629
2001-11-07,388.14,19712.24,1924.45,120.89,4.1866,2001-06-04 00:00:00,3.6835
2001-11-06,389.15,19735.05,1928.22,121.15,4.2627,2001-06-01 00:00:00,3.6511
2001-11-05,385.69,19715.61,1923.51,121.70,4.3106,2001-05-31 00:00:00,3.6419
2001-11-02,379.95,19420.61,1891.05,121.67,4.3635,2001-05-30 00:00:00,3.6887
2001-11-01,379.11,19300.45,1887.63,121.96,4.2359,2001-05-29 00:00:00,3.6835
2001-10-31,373.82,19173.79,1879.19,122.37,4.2437,2001-05-28 00:00:00,3.6916
2001-10-30,372.67,19106.51,1864.87,121.94,4.4162,2001-05-25 00:00:00,3.692
2001-10-29,379.57,19436.01,1902.78,121.94,4.4860,2001-05-24 00:00:00,3.6419
2001-10-26,388.10,19532.85,1944.18,122.66,4.5211,2001-05-23 00:00:00,3.6474
2001-10-25,385.13,19438.77,1918.85,122.84,4.5487,2001-05-22 00:00:00,3.6371
2001-10-24,384.55,19438.56,1941.97,122.75,4.5957,2001-05-21 00:00:00,3.6319
2001-10-23,383.96,19228.11,1935.88,122.54,4.6488,2001-05-18 00:00:00,3.6098
2001-10-22,381.11,19084.24,1891.99,122.42,4.6411,2001-05-17 00:00:00,3.5593
2001-10-19,376.10,18975.18,1870.10,121.20,4.6195,2001-05-16 00:00:00,3.5803
2001-10-18,376.79,18917.17,1890.04,121.06,4.5767,2001-05-15 00:00:00,3.6422
2001-10-17,380.96,19129.84,1920.12,121.23,4.5690,2001-05-14 00:00:00,3.692
2001-10-16,381.91,18988.69,1888.48,121.25,4.5652,2001-05-11 00:00:00,3.7336
2001-10-15,379.00,18757.15,1873.47,120.80,4.6044,2001-05-10 00:00:00,3.7451
2001-10-12,382.21,18897.64,1905.76,121.11,4.6752,2001-05-09 00:00:00,3.7352
2001-10-11,383.19,18993.06,1904.09,121.36,4.6675,2001-05-08 00:00:00,3.6938
2001-10-10,377.04,18543.05,1872.66,120.35,4.6029,2001-05-07 00:00:00,3.7042
2001-10-09,369.98,18381.65,1844.34,120.07,4.5952,2001-05-04 00:00:00,3.7439
2001-10-08,371.70,18093.37,1854.08,119.83,4.5038,2001-05-03 00:00:00,3.8329
2001-10-05,373.51,18262.66,1855.36,120.50,4.5078,2001-05-02 00:00:00,3.8901
2001-10-04,373.71,18190.14,1861.55,120.44,4.5043,2001-05-01 00:00:00,3.9005
2001-10-03,369.56,17837.32,1810.15,120.60,4.4697,2001-04-30 00:00:00,3.8798
2001-10-02,366.35,17876.96,1815.54,120.74,4.5084,2001-04-27 00:00:00,3.842
2001-10-01,362.10,17962.54,1791.35,120.16,4.5415,2001-04-26 00:00:00,3.8226
2001-09-28,355.75,17751.80,1808.07,119.53,4.5902,2001-04-25 00:00:00,3.8178
2001-09-27,355.75,17751.80,1764.00,119.70,4.5594,2001-04-24 00:00:00,3.7971
2001-09-26,352.14,17727.67,1745.06,117.70,4.6354,2001-04-23 00:00:00,3.7145
2001-09-25,351.82,17662.76,1733.29,117.48,4.7100,2001-04-20 00:00:00,3.7646
2001-09-24,348.62,17743.76,1712.52,117.49,4.7200,2001-04-19 00:00:00,3.9001
2001-09-21,336.22,17576.72,1652.50,116.57,4.6905,2001-04-18 00:00:00,4.1849
2001-09-20,344.09,17991.59,1702.24,116.24,4.7459,2001-04-17 00:00:00,4.128
2001-09-19,355.15,18462.55,1758.73,117.57,4.6967,2001-04-16 00:00:00,4.1384
2001-09-18,359.29,18326.97,1773.88,117.24,4.7243,2001-04-13 00:00:00,4.0223
2001-09-17,360.75,18226.46,1780.34,117.85,4.6220,2001-04-12 00:00:00,4.0228
2001-09-14,370.08,18524.87,1772.25,117.35,4.5600,2001-04-11 00:00:00,4.0659
2001-09-13,375.04,18955.88,1822.63,118.85,4.7622,2001-04-10 00:00:00,3.9315
2001-09-12,373.70,19147.17,1805.33,119.49,4.7622,2001-04-09 00:00:00,3.9522
2001-09-11,375.39,19741.24,1818.46,119.17,4.7622,2001-04-06 00:00:00,3.9711
2001-09-10,383.08,20234.64,1899.21,121.00,4.8424,2001-04-05 00:00:00,4.0913
2001-09-07,383.71,20368.13,1922.76,120.00,4.7880,2001-04-04 00:00:00,4.0866
2001-09-06,390.63,20432.80,1958.96,120.84,4.8710,2001-04-03 00:00:00,4.1591
2001-09-05,398.03,20656.49,1989.04,120.64,4.9629,2001-04-02 00:00:00,4.2626
2001-09-04,400.39,20758.35,2015.76,119.24,4.9579,2001-03-30 00:00:00,4.2917
2001-09-03,397.67,20619.19,1989.31,118.74,4.8400,2001-03-29 00:00:00,4.3449
2001-08-31,399.81,20902.98,2018.06,118.75,4.8400,2001-03-28 00:00:00,4.3455
2001-08-30,399.81,20902.98,2022.15,119.37,4.8123,2001-03-27 00:00:00,4.3403
2001-08-29,406.50,21007.48,2056.18,120.14,4.7656,2001-03-26 00:00:00,4.2419
2001-08-28,410.25,21010.71,2070.28,120.03,4.8441,2001-03-23 00:00:00,4.2813
2001-08-27,415.29,21065.65,2090.44,119.87,4.9281,2001-03-22 00:00:00,4.2621
2001-08-24,415.51,20817.06,2084.03,120.01,4.9278,2001-03-21 00:00:00,4.4802
2001-08-23,409.57,20769.23,2063.76,119.83,4.8840,2001-03-20 00:00:00,4.4802
2001-08-22,410.35,20786.80,2065.53,120.38,4.9024,2001-03-19 00:00:00,4.5735
2001-08-21,408.77,20728.24,2064.48,119.53,4.8702,2001-03-16 00:00:00,4.535
2001-08-20,409.98,20702.89,2048.17,120.71,4.9085,2001-03-15 00:00:00,4.5211
2001-08-17,409.08,20889.30,2055.06,120.23,4.8407,2001-03-14 00:00:00,4.532
2001-08-16,415.01,21158.03,2078.14,120.36,4.9405,2001-03-13 00:00:00,4.6409
2001-08-15,416.51,21249.12,2103.52,119.55,5.0040,2001-03-12 00:00:00,4.3869
2001-08-14,419.07,21281.75,2114.08,121.74,4.9720,2001-03-09 00:00:00,4.7267
2001-08-13,417.07,21014.23,2081.68,122.45,4.9720,2001-03-08 00:00:00,4.6772
2001-08-10,416.69,20942.03,2078.44,121.99,4.9845,2001-03-07 00:00:00,4.6772
2001-08-09,416.37,20864.00,2089.60,121.75,5.0346,2001-03-06 00:00:00,4.7188
2001-08-08,419.81,21056.00,2128.60,123.59,5.0500,2001-03-05 00:00:00,4.833
2001-08-07,425.48,21017.67,2150.71,123.61,5.1720,2001-03-02 00:00:00,4.8408
2001-08-06,424.32,21171.28,2146.16,123.87,5.1571,2001-03-01 00:00:00,4.8531
2001-08-03,426.83,21322.77,2144.32,123.65,5.1643,2001-02-28 00:00:00,4.8693
2001-08-02,429.56,21339.03,2163.63,123.65,5.1458,2001-02-27 00:00:00,4.7914
2001-08-01,427.32,21119.12,2151.13,124.60,5.0722,2001-02-26 00:00:00,4.8226
2001-07-31,425.50,20924.88,2141.67,125.03,5.0554,2001-02-23 00:00:00,4.8978
2001-07-30,421.94,20862.08,2113.71,125.13,5.0737,2001-02-22 00:00:00,4.9985
2001-07-27,421.07,20868.29,2101.75,123.46,5.0961,2001-02-21 00:00:00,5.0096
2001-07-26,418.48,20736.27,2077.31,123.71,5.1339,2001-02-20 00:00:00,5.0304
2001-07-25,415.52,20583.43,2066.87,123.55,5.1880,2001-02-19 00:00:00,4.9536
2001-07-24,413.44,20478.11,2083.35,124.01,5.1143,2001-02-16 00:00:00,4.9542
2001-07-23,418.23,20634.13,2096.41,124.41,5.1038,2001-02-15 00:00:00,5.0868
2001-07-20,422.51,20736.17,2102.32,122.94,5.1273,2001-02-14 00:00:00,5.0615
2001-07-19,424.56,20803.74,2116.55,123.27,5.1099,2001-02-13 00:00:00,5.046
2001-07-18,421.50,20699.48,2097.15,123.92,5.0890,2001-02-12 00:00:00,5.0719
2001-07-17,425.15,20949.43,2122.74,124.83,5.2092,2001-02-09 00:00:00,5.0587
2001-07-16,424.80,21014.50,2145.73,125.47,5.1733,2001-02-08 00:00:00,5.0764
2001-07-13,427.61,21171.13,2150.57,124.93,5.2279,2001-02-07 00:00:00,5.0771
2001-07-12,425.50,21257.31,2142.11,123.76,5.2427,2001-02-06 00:00:00,5.0771
2001-07-11,417.93,21080.58,2115.30,124.33,5.2909,2001-02-05 00:00:00,5.0512
2001-07-10,420.72,21337.15,2143.58,125.30,5.2723,2001-02-02 00:00:00,5.0587
2001-07-09,423.93,21412.66,2144.46,125.25,5.3327,2001-02-01 00:00:00,4.9985
2001-07-06,422.79,21611.81,2150.05,125.83,5.3618,2001-01-31 00:00:00,4.9784
2001-07-05,431.64,21815.58,2192.57,125.68,5.4035,2001-01-30 00:00:00,5.0096
2001-07-04,435.87,21867.49,2206.99,124.47,5.3802,2001-01-29 00:00:00,5.1447
2001-07-03,437.29,21952.87,2222.74,124.38,5.3802,2001-01-26 00:00:00,5.1678
2001-07-02,439.11,22142.67,2236.44,124.09,5.3246,2001-01-25 00:00:00,5.2636
2001-06-29,435.38,22086.12,2222.29,124.67,5.4044,2001-01-24 00:00:00,5.28
2001-06-28,433.39,21821.78,2197.00,124.63,5.3409,2001-01-23 00:00:00,5.2332
2001-06-27,429.46,21946.13,2183.75,124.34,5.2433,2001-01-22 00:00:00,5.2228
2001-06-26,430.66,21911.23,2187.02,123.79,5.2264,2001-01-19 00:00:00,5.225
2001-06-25,433.23,22024.58,2208.62,123.80,5.1278,2001-01-18 00:00:00,5.274
2001-06-22,435.15,22070.05,2214.66,124.45,5.1236,2001-01-17 00:00:00,5.3581
2001-06-21,436.36,22102.00,2203.02,124.61,5.1778,2001-01-16 00:00:00,5.3737
2001-06-20,433.24,21970.24,2195.92,123.74,5.2134,2001-01-15 00:00:00,5.3482
2001-06-19,431.40,22023.13,2201.20,122.79,5.2407,2001-01-12 00:00:00,5.3489
